CODI_10;ORDENACIO_ALFABETICA;NOM COMPLERT;ADREÇA;MUNICIPI;TELÈFON;FAX;TRACTAMENT;PRESIDENT;NOM;COGNOM1;COGNOM2;PARTIT_POLITIC;SEXE;CÀRREC;GERENT;CIF;COMARCA;CODCOMARCA;PROVINCIA;CODIPROV;CAPICOM;ANY_CENS;CENS;CODITIPUS;SUPERFICIE;ARTICLE;NOMTIPUS;CODIPOSTAL;SECRETARI;HORARI;DISSOLT;SIGLACOM;ALTURA;CODIPARE;TIPUSPARE;NOMPARE;HD;NOM_CAPITAL;E_MAIL;WEB;PARTIT_JUDICIAL;PARTIT_ELECTORAL;GENTILICI;LOCALITAT_CP;DELEGACIO_GOVERN;MUNICAT;AMBIT;SITUA_GEO_MUNICIPI;SITUA_GEO_COMARCA;PLANOL_CARRERS;SALUTACIO;DATA_ACTUALITZACIO
4300810007;Alfara de Carles;Ajuntament d'Alfara de Carles;Nou, 4;Alfara de Carles;977-455005;977-455005;Il·lm. Sr.;Jordi Forné Ribé;Jordi;Forné;Ribé;EA - AM;Senyor;Alcalde President;;P4300800B;Baix Ebre;8100940003;Tarragona;8004330008;N;2019;377;2;64,06;    ;Municipis;43528;;;N;BB;334;;;;H;Alfara de Carles;jroyo@alfaracarles.cat;http://www.alfaracarles.cat;Tortosa;Tortosa;alfarencs;Alfara de Carles;Terres de l'Ebre;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4300810007;Terres de l'Ebre;https://www.google.com/maps/place/Alfara+de+Carles, + Tarragona?hl=ca;https://goo.gl/maps/oLtD7sa6KrM8xUWK7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430081;Benvolgut alcalde;30/7/2020 9:27:32
2501380001;Alfarràs;Ajuntament d'Alfarràs;Av. Catalunya, 16;Alfarràs;973-760007;973-761286;Il·lm. Sr.;Joan Carles García Guillamón;Joan Carles;García;Guillamón;JXCAT;Senyor;Alcalde President;;P2501300D;Segrià;8103320002;Lleida;8002550006;N;2019;2797;2;11,51;    ;Municipis;25120;;;N;SI;281;;;;H;Alfarràs;ajuntament@alfarras.ddl.net;http://www.ajuntamentalfarras.cat;Balaguer;Balaguer;alfarrassins;Alfarràs;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2501380001;Ponent;https://www.google.com/maps/place/Alfarràs, + Lleida?hl=ca;https://goo.gl/maps/ivNj4g82eadFQkws9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250138;Benvolgut alcalde;30/7/2020 9:27:32
2501430008;Alfés;Ajuntament d'Alfés;Pl. de la Bassa, s/n;Alfés;973-136005;973-136005;Il·lm. Sr.;Hilari Guiu Sentís;Hilari;Guiu;Sentís;JxCAT;Senyor;Alcalde President;;P2501400B;Segrià;8103320002;Lleida;8002550006;N;2019;312;2;32,09;    ;Municipis;25161;;;N;SI;236;;;;H;Alfés;ajuntament@alfes.cat;http://www.alfes.cat;Lleida;Lleida;;Alfés;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2501430008;Ponent;https://www.google.com/maps/place/Alfés, + Lleida?hl=ca;https://goo.gl/maps/ivNj4g82eadFQkws9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250143;Benvolgut alcalde;30/7/2020 9:27:32
4300940003;Alforja;Ajuntament d'Alforja;Pl. Mercadal, 13;Alforja;977-816008;977-816232;Il·lm. Sr.;Joan Josep García Rodríguez;Joan Josep;García;Rodríguez;JxCAT;Senyor;Alcalde President;;P4300900J;Baix Camp;8100810007;Tarragona;8004330008;N;2019;1801;2;38,02;    ;Municipis;43365;;;N;BC;374;;;;H;Alforja;ajuntament@alforja.cat;http://www.alforja.cat;Reus;Reus;alforgencs;Alforja;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4300940003;Camp de Tarragona;https://www.google.com/maps/place/Alforja, + Tarragona?hl=ca;https://goo.gl/maps/RtaAHZj7mENoKVXn6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430094;Benvolgut alcalde;30/7/2020 9:27:32
2501560009;Algerri;Ajuntament d'Algerri;Plaça Major, 1;Algerri;973-426013;973-426187;Il·lm. Sr.;Miquel Plensa Martínez;Miquel;Plensa;Martínez;IA-AM;Senyor;Alcalde President;;P2501500I;Noguera;8102340003;Lleida;8002550006;N;2019;386;2;54,12;    ;Municipis;25130;;Tots els dies de 17 a 21;N;NG;345;;;;H;Algerri;ajuntament@algerri.ddl.net;http://algerri.ddl.net;Balaguer;Balaguer;;Algerri;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2501560009;Ponent;https://www.google.com/maps/place/Algerri, + Lleida?hl=ca;https://goo.gl/maps/ZA1qgdHuAsLE89qMA;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250156;Benvolgut alcalde;30/7/2020 9:27:32
2501690004;Alguaire;Ajuntament d'Alguaire;Pl. Església, 21;Alguaire;973756006;973756837;Il·lm. Sr.;Antoni Perea Hervera;Antoni;Perea;Hervera;ME;Senyor;Alcalde President;;P2501600G;Segrià;8103320002;Lleida;8002550006;N;2019;2971;2;50,26;    ;Municipis;25125;;;N;SI;304;;;;H;Alguaire;ajuntament@alguaire.cat;http://www.alguaire.cat;Balaguer;Balaguer;alguairencs;Alguaire;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2501690004;Ponent;https://www.google.com/maps/place/Alguaire, + Lleida?hl=ca;https://goo.gl/maps/ivNj4g82eadFQkws9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250169;Benvolgut alcalde;30/7/2020 9:27:32
2501750006;Alins;Ajuntament d'Alins;Plaça Ajuntament, s/n;Alins;973-624405;973-624388;Il·lm. Sr.;Manel Pérez Cantalosella;Manel;Pérez;Cantalosella;EV;Senyor;Alcalde President;;P2501700E;Pallars Sobirà;8102650006;Lleida;8002550006;N;2019;276;2;183,84;    ;Municipis;25574;;;N;PS;1048;;;;H;Alins;ajuntament@alins.ddl.net;http://alins.ddl.net;Tremp;Tremp;;Alins;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2501750006;Alt Pirineu i Aran;https://www.google.com/maps/place/Alins, + Lleida?hl=ca;https://goo.gl/maps/GA25fuWkjGLL1aYW9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250175;Benvolgut alcalde;30/7/2020 9:27:32
4301080001;Alió;Ajuntament d'Alió;Jaume I, 7;Alió;977-601926;977-614956;Il·lm. Sr.;Francisco Jofre Vallvé;Francisco;Jofre;Vallvé;IPA - CP;Senyor;Alcalde President;;P4301000H;Alt Camp;8100170005;Tarragona;8004330008;N;2019;439;2;7,23;    ;Municipis;43813;;;N;AC;263;;;;H;Alió;aj.alio@altanet.org;http://www.alio.cat;Valls;Valls;alionencs;Alió;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4301080001;Camp de Tarragona;https://www.google.com/maps/place/Alió, + Tarragona?hl=ca;https://goo.gl/maps/R7GfovThSScVTqs58;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430108;Benvolgut alcalde;30/7/2020 9:27:32
2501940003;Almacelles;Ajuntament d'Almacelles;Pl. de la Vila, 1;Almacelles;973-741212;973-740532;Il·lm. Sr.;Josep Ramon Ibarz Gilart;Josep Ramon;Ibarz;Gilart;JxCAT;Senyor;Alcalde President;;P2501900A;Segrià;8103320002;Lleida;8002550006;N;2019;6791;2;48,86;    ;Municipis;25100;;;N;SI;247;;;;H;Almacelles;ajuntament@almacelles.cat;http://almacelles.cat;Lleida;Lleida;almacellencs;Almacelles;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2501940003;Ponent;https://www.google.com/maps/place/Almacelles, + Lleida?hl=ca;https://goo.gl/maps/ivNj4g82eadFQkws9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250194;Benvolgut alcalde;30/7/2020 9:27:32
2502080001;Almatret;Ajuntament d'Almatret;Major, 2;Almatret;973-138013;973-138067;Il.lm. Sr.;Jordi Tarragó Jové;Jordi;Tarragó;Jové;JxCAT - JU;Senyor;Alcalde President;;P2502000I;Segrià;8103320002;Lleida;8002550006;N;2019;307;2;56,5;    ;Municipis;25187;;tots els dies de 9h-14h i de 16h-19,30h;N;SI;462;;;;H;Almatret;ajuntament@almatret.cat;http://almatret.cat;Lleida;Lleida;almatretans;Almatret;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2502080001;Ponent;https://www.google.com/maps/place/Almatret, + Lleida?hl=ca;https://goo.gl/maps/ivNj4g82eadFQkws9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250208;Benvolgut alcalde;30/7/2020 9:27:32
2502150006;Almenar;Ajuntament d'Almenar;Pl. Vila, 10;Almenar;973-770013;973-770449;Il·lma. Sra.;Ma. Teresa Malla Aige;Ma. Teresa;Malla;Aige;ERC-AM;Senyora;Alcaldessa Presidenta;;P2502100G;Segrià;8103320002;Lleida;8002550006;N;2019;3398;2;66,47;    ;Municipis;25126;;tots els dies de 8h-15h;N;SI;329;;;;D;Almenar;ajuntament@almenar.cat;http://www.almenar.cat;Balaguer;Balaguer;almenarencs;Almenar;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2502150006;Ponent;https://www.google.com/maps/place/Almenar, + Lleida?hl=ca;https://goo.gl/maps/ivNj4g82eadFQkws9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250215;Benvolguda alcaldessa;30/7/2020 9:27:32
4301150006;Almoster;Ajuntament d'Almoster;Pare Aymami, 14;Almoster;977-855110;977-855702;Il·lm. Sr.;Àngel Xifré Arroyo;Àngel;Xifré;Arroyo;ERC - AM;Senyor;Alcalde President;;P4301100F;Baix Camp;8100810007;Tarragona;8004330008;N;2019;1351;2;6,03;    ;Municipis;43393;;;N;BC;290;;;;H;Almoster;aj.almoster@altanet.org;http://www.almoster.cat;Reus;Reus;almosterencs;Almoster;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4301150006;Camp de Tarragona;https://www.google.com/maps/place/Almoster, + Tarragona?hl=ca;https://goo.gl/maps/RtaAHZj7mENoKVXn6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430115;Benvolgut alcalde;30/7/2020 9:27:32
2502200000;Alòs de Balaguer;Ajuntament d'Alòs de Balaguer;Major, 4;Alòs de Balaguer;973-417004;973-417009;Il·lm. Sr.;Lluis Soldevila Cuadrat;Lluis;Soldevila;Cuadrat;JxCAT;Senyor;Alcalde President;;P2502200E;Noguera;8102340003;Lleida;8002550006;N;2019;130;2;68,71;    ;Municipis;25737;;dil. dima. dij. div. 9,30h-13,30h;N;NG;297;;;;H;Alòs de Balaguer;ajuntament@alosbalaguer.cat;http://www.alosbalaguer.cat;Balaguer;Balaguer;alosencs;Alòs de Balaguer;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2502200000;Ponent;https://www.google.com/maps/place/Alòs+de+Balaguer, + Lleida?hl=ca;https://goo.gl/maps/ZA1qgdHuAsLE89qMA;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250220;Benvolgut alcalde;30/7/2020 9:27:32
1700620002;Alp;Ajuntament d'Alp;Av. Tossa d'Alp, 6;Alp;972-890017;972-890812;Il·lm. Sr.;Carles Adserà Guillen;Carles;Adserà;Guillen;End-Cerd;Senyor;Alcalde President;;P1700600H;Cerdanya;8101540003;Girona;8001760009;N;2019;1580;2;44,06;    ;Municipis;17538;;Dilluns a divendres 8h-15h.;N;CD;1158;;;;H;Alp;ajuntament@alp2500.cat;http://www.alp2500.cat;Puigcerdà;Puigcerdà;alpencs;Alp;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1700620002;Alt Pirineu i Aran;https://www.google.com/maps/place/Alp, + Girona?hl=ca;https://goo.gl/maps/QH9Wrz6g6S5fWBsB9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170062;Benvolgut alcalde;30/7/2020 9:27:32
800440003;Alpens;Ajuntament d'Alpens;Pl. Major, 15;Alpens;93-8578075;938578032;Il·lma. Sra.;Montserrat Barniol Carcasona;Montserrat;Barniol;Carcasona;GdA - AM;Senyora;Alcaldessa Presidenta;;P0800400D;Osona;8102490004;Barcelona;8000840003;N;2019;266;2;13,81;    ;Municipis;8587;;Dl. Dt. Dc i Dv. de 9.00 a 14.00 hores  i Dl de 16.00 a 19.00 hores;N;OS;855;;;;D;Alpens;alpens@diba.cat;http://alpens.cat;Vic;Berga;alpensins;Alpens;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0800440003;Comarques Centrals;https://www.google.com/maps/place/Alpens, + Barcelona?hl=ca;https://goo.gl/maps/UDPrpoWhdSevy25x6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080044;Benvolguda alcaldessa;30/7/2020 9:27:32
2502360009;Alpicat;Ajuntament d'Alpicat;Lleida, 42;Alpicat;973-736006;973-736049;Il·lm. Sr.;Joan Gilart Escuer;Joan;Gilart;Escuer;JxCAT;Senyor;Alcalde President;;P2502300C;Segrià;8103320002;Lleida;8002550006;N;2019;6255;2;15,25;    ;Municipis;25110;;;N;SI;264;;;;H;Alpicat;ajuntament@alpicat.cat;http://www.alpicat.cat;Lleida;Lleida;alpìcatins;Alpicat;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2502360009;Ponent;https://www.google.com/maps/place/Alpicat, + Lleida?hl=ca;https://goo.gl/maps/ivNj4g82eadFQkws9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250236;Benvolgut alcalde;30/7/2020 9:27:32
2502410007;Alt Àneu;Ajuntament d'Alt Àneu;Av. Port de la Bonaigua, 9;Alt Àneu;973-626038;973-626341;Il·lm. Sr.;Fancesc Xavier Llena Cano;Fancesc Xavier;Llena;Cano;IA;Senyor;Alcalde President;;P2514500D;Pallars Sobirà;8102650006;Lleida;8002550006;N;2019;405;2;193,8;    ;Municipis;25587;;;N;PS;1076;;;;H;València d'Àneu;ajuntament@altaneu.ddl.net;http://altaneu.ddl.net;Tremp;Tremp;;València d'Àneu (Alt Àneu);Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2502410007;Alt Pirineu i Aran;https://www.google.com/maps/place/Alt+Àneu, + Lleida?hl=ca;https://goo.gl/maps/GA25fuWkjGLL1aYW9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250241;Benvolgut alcalde;30/7/2020 9:27:32
4301200000;Altafulla;Ajuntament d'Altafulla;Plaça del Pou, 1;Altafulla;977650008;977650842;Il·lm. Sr.;Jordi Molinera Poblet;Jordi;Molinera;Poblet;ERC-AM;Senyor;Alcalde President;;P4301200D;Tarragonès;8103630008;Tarragona;8004330008;N;2019;5243;2;6,92;    ;Municipis;43893;;tots els dies de 10h a 14h;N;TR;52;;;;H;Altafulla;aj.altafulla@altanet.org;http://www.altafulla.cat;El Vendrell;El Vendrell;altafullencs;Altafulla;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4301200000;Camp de Tarragona;https://www.google.com/maps/place/Altafulla, + Tarragona?hl=ca;https://goo.gl/maps/LqKo1dwag4K9ueuk6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430120;Benvolgut alcalde;30/7/2020 9:27:32
1700780001;Amer;Ajuntament d'Amer;Pl. Vila, núm. 30;Amer;972-431112;972-430016;Il·lma. Sra.;Maria Rosa Vila Juanhuix;Maria Rosa;Vila;Juanhuix;JxCAT;Senyora;Alcaldessa Presidenta;;P1700700F;Selva;8103470005;Girona;8001760009;N;2019;2298;2;40,73;    ;Municipis;17170;;;N;SV;186;;;;D;Amer;amer@amer.cat;http://www.amer.cat;Santa Coloma de Farners;Girona;amerencs;Amer;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1700780001;Comarques Gironines;https://www.google.com/maps/place/Amer, + Girona?hl=ca;https://goo.gl/maps/5Nuuu4bB1HwUvUNX8;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170078;Benvolguda alcaldessa;30/7/2020 9:27:32
4301360009;Ametlla de Mar;Ajuntament de l'Ametlla de Mar;Sant Joan, 55;L'Ametlla de Mar;977-456000;977-456838;Il·lm. Sr.;Jordi Gaseni Blanch;Jordi;Gaseni;Blanch;ERC-AM;Senyor;Alcalde President;;P4301300B;Baix Ebre;8100940003;Tarragona;8004330008;N;2019;6787;2;67,14;  L';Municipis;43860;;;N;BB;19;;;;H;L'Ametlla de Mar;ajuntament@ametllamar.cat;http://www.ametllamar.cat;Tortosa;Tortosa;calers;L'Ametlla de Mar;Terres de l'Ebre;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4301360009;Terres de l'Ebre;https://www.google.com/maps/place/L'Ametlla+de+Mar, + Tarragona?hl=ca;https://goo.gl/maps/oLtD7sa6KrM8xUWK7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430136;Benvolgut alcalde;30/7/2020 9:27:32
800570005;Ametlla del Vallès;Ajuntament de l'Ametlla del Vallès;Pl. Ajuntament, 1;L'Ametlla del Vallès;93-8432501;93-8432313;Il·lm. Sr.;Josep Moret Tanyà;Josep;Moret;Tanyà;ERC-AM;Senyor;Alcalde President;;P0800500A;Vallès Oriental;8104190004;Barcelona;8000840003;N;2019;8462;2;14,13;  L';Municipis;8480;;;N;VR;281;;;;H;L'Ametlla del Vallès;ametlla@ametlla.org;http://www.ametlla.cat;Granollers;Granollers;ametllatans;L'Ametlla del Vallès;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0800570005;Metropolità;https://www.google.com/maps/place/L'Ametlla+del+Vallès, + Barcelona?hl=ca;https://goo.gl/maps/3TWe3WqwgQ1uUwrq6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080057;Benvolgut alcalde;30/7/2020 9:27:32
4390600000;Ampolla;Ajuntament de l'Ampolla;Plaça Manel Ferré, 3;L'Ampolla;977-460018;977-593380;Il·lm. Sr.;Francesc Arasa Pascual;Francesc;Arasa;Pascual;JxCAT;Senyor;Alcalde President;;P4318600F;Baix Ebre;8100940003;Tarragona;8004330008;N;2019;3205;2;34,28;  L';Municipis;43895;;De dilluns a divendres de 09:00 a 14:00 h.;N;BB;8;;;;H;L'Ampolla;ajuntament@ampolla.cat;http://ampolla.cat;Tortosa;Tortosa;;L'Ampolla;Terres de l'Ebre;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4390600000;Terres de l'Ebre;https://www.google.com/maps/place/L'Ampolla, + Tarragona?hl=ca;https://goo.gl/maps/oLtD7sa6KrM8xUWK7;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=439060;Benvolgut alcalde;30/7/2020 9:27:32
4301410007;Amposta;Ajuntament d'Amposta;Pl. De l'Ajuntament, 2-4;Amposta;977-700057;977-704132;Il·lm. Sr.;Adam Tomàs Roiget;Adam;Tomàs;Roiget;EA - AM;Senyor;Alcalde President;;P4301400J;Montsià;8102280001;Tarragona;8004330008;S;2019;20738;2;136,2;    ;Municipis;43870;;;N;MT;8;;;;H;Amposta;ajuntament@amposta.cat;http://www.amposta.cat;Amposta;Tortosa;ampostins;Amposta;Terres de l'Ebre;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4301410007;Terres de l'Ebre;https://www.google.com/maps/place/Amposta, + Tarragona?hl=ca;https://goo.gl/maps/BC6yZzjon8GjHBKi8;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430141;Benvolgut alcalde;30/7/2020 9:27:32
1700840003;Anglès;Ajuntament d'Anglès;Carrer d'Avall, 31;Anglès;972-420058;972-420707;Il·lma. Sra.;Àstrid Victoria Desset Desset;Àstrid Victoria;Desset;Desset;JxCAT;Senyora;Alcaldessa Presidenta;;P1700800D;Selva;8103470005;Girona;8001760009;N;2019;5599;2;16,33;    ;Municipis;17160;;;N;SV;181;;;;D;Anglès;info@angles.cat;http://www.angles.cat;Santa Coloma de Farners;Santa Coloma de Farners;anglesencs;Anglès;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1700840003;Comarques Gironines;https://www.google.com/maps/place/Anglès, + Girona?hl=ca;https://goo.gl/maps/5Nuuu4bB1HwUvUNX8;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170084;Benvolguda alcaldessa;30/7/2020 9:27:32
2502730008;Anglesola;Ajuntament d'Anglesola;Pl. Església, 16;Anglesola;973-308006;973-308006;Il·lma. Sra.;Carme Miró Solé;Carme;Miró;Solé;JxCAT - JU;Senyora;Alcaldessa Presidenta;;P2502500H;Urgell;8103850006;Lleida;8002550006;N;2019;1363;2;23,7;    ;Municipis;25320;;;N;UR;335;;;;D;Anglesola;ajuntament@anglesola.ddl.net;http://anglesola.cat;Cervera;Cervera;anglesolins;Anglesola;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2502730008;Ponent;https://www.google.com/maps/place/Anglesola, + Lleida?hl=ca;https://goo.gl/maps/nJsiHuw8s2LbxNV87;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250273;Benvolguda alcaldessa;30/7/2020 9:27:32
2502920002;Arbeca;Ajuntament d'Arbeca;Pl. Generalitat, 3;Arbeca;973-160008;973-160459;Il·lm. Sr.;Sergi Pelegrí Perera;Sergi;Pelegrí;Perera;ERC-AM;Senyor;Alcalde President;;P2503200D;Garrigues;8101890004;Lleida;8002550006;N;2019;2144;2;58,39;    ;Municipis;25140;;dilluns a divendres de 10h-13h;N;GG;332;;;;H;Arbeca;ajuntament@arbeca.ddl.net;http://www.arbeca.cat;Lleida;Lleida;arbequins;Arbeca;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2502920002;Ponent;https://www.google.com/maps/place/Arbeca, + Lleida?hl=ca;https://goo.gl/maps/92ho6SXzqDchzrqR9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250292;Benvolgut alcalde;30/7/2020 9:27:32
4301670005;Arboç;Ajuntament de l'Arboç;Major, 26;L'Arboç;977670083;977670257;Il·lm. Sr.;Joan Sans Freixas;Joan;Sans;Freixas;PSC-SpA-CP;Senyor;Alcalde President;;P4301600E;Baix Penedès;8101200000;Tarragona;8004330008;N;2019;5517;2;14,21;  L';Municipis;43720;;;N;BP;166;;;;H;L'Arboç;ajuntament@arbocenc.cat;http://www.arbocenc.cat;El Vendrell;El Vendrell;arbocencs;L'Arboç;Penedès;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4301670005;Camp de Tarragona;https://www.google.com/maps/place/L'Arboç, + Tarragona?hl=ca;https://goo.gl/maps/kvUb19SyK5a94VTMA;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430167;Benvolgut alcalde;30/7/2020 9:27:32
4301540003;Arbolí;Ajuntament d'Arbolí;Major, 20;Arbolí;977-816014;977-816014;Il·lm. Sr.;Armand Flaujat Viayna;Armand;Flaujat;Viayna;ERC - AM;Senyor;Alcalde President;;P4301500G;Baix Camp;8100810007;Tarragona;8004330008;N;2019;137;2;20,9;    ;Municipis;43365;;;N;BC;714;;;;H;Arbolí;aj.arboli@altanet.org;http://www.arboli.altanet.org;Reus;Reus;arbolinencs;Arbolí;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4301540003;Camp de Tarragona;https://www.google.com/maps/place/Arbolí, + Tarragona?hl=ca;https://goo.gl/maps/RtaAHZj7mENoKVXn6;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430154;Benvolgut alcalde;30/7/2020 9:27:32
1700970005;Arbúcies;Ajuntament d'Arbúcies;Major, 2;Arbúcies;972-860001;972-861212;Il·lm. Sr.;Pere Garriga Solà;Pere;Garriga;Solà;EA-IdSELVA;Senyor;Alcalde President;;P1700900B;Selva;8103470005;Girona;8001760009;N;2019;6556;2;86,22;    ;Municipis;17401;;;N;SV;291;;;;H;Arbúcies;alcaldia@ajarbucies.cat;http://www.arbucies.cat;Santa Coloma de Farners;Santa Coloma de Farners;arbuciencs;Arbúcies;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1700970005;Comarques Gironines;https://www.google.com/maps/place/Arbúcies, + Girona?hl=ca;https://goo.gl/maps/5Nuuu4bB1HwUvUNX8;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170097;Benvolgut alcalde;30/7/2020 9:27:32
800600000;Arenys de Mar;Ajuntament d'Arenys de Mar;Riera Bisbe Pol, 8;Arenys de Mar;93-7959900;93-7957031;Il·lma. Sra.;Annabel Moreno Nogué;Annabel;Moreno;Nogué;ERC-MES-AM;Senyora;Alcaldessa Presidenta;;P0800600I;Maresme;8102130008;Barcelona;8000840003;N;2019;15776;2;6,45;    ;Municipis;8350;;;N;MM;10;;;;D;Arenys de Mar;alcaldia@arenysdemar.cat;http://www.arenysdemar.cat;Arenys de Mar;Arenys de Mar;arenyencs;Arenys de Mar;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0800600000;Metropolità;https://www.google.com/maps/place/Arenys+de+Mar, + Barcelona?hl=ca;https://goo.gl/maps/BkQ67cGuFKKww6eW9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080060;Benvolguda alcaldessa;30/7/2020 9:27:32
800760009;Arenys de Munt;Ajuntament d'Arenys de Munt;Rbla. F. Macià, 59;Arenys de Munt;93-7937980;93-7950630;Il·lm. Sr.;Josep Sánchez Camps;Josep;Sánchez;Camps;ERC/AM;Senyor;Alcalde President;;P0800700G;Maresme;8102130008;Barcelona;8000840003;N;2019;8931;2;20,73;    ;Municipis;8358;;dilluns a dissabte de 10h-14h;N;MM;121;;;;H;Arenys de Munt;ajuntament@arenysdemunt.cat;http://www.arenysdemunt.cat;Arenys de Mar;Arenys de Mar;arenyencs;Arenys de Munt;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0800760009;Metropolità;https://www.google.com/maps/place/Arenys+de+Munt, + Barcelona?hl=ca;https://goo.gl/maps/BkQ67cGuFKKww6eW9;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080076;Benvolgut alcalde;30/7/2020 9:27:32
